Predator_overlap,Group1,Group2,Prey_overlap,Node1,Node2,Group,Nodes
0.594064951,Deep_infauna_S,Meiofauna,0.674222052,42,46,Deep_infauna_S:Meiofauna,42:46
0.594536841,Pollock_L,Capelin,0.549136639,19,28,Pollock_L:Capelin,19:28
0.598485172,Zoop_omniv,Zoopl_herb,0.923640788,44,53,Zoop_omniv:Zoopl_herb,44:53
0.61135149,Lingcod,Rockfish,0.184219807,8,20,Lingcod:Rockfish,8:20
0.61378628,Herring_L,Herring_S,0.856397152,29,40,Herring_L:Herring_S,29:40
0.615275264,Lingcod,Deep_demersals,0.294582456,8,18,Lingcod:Deep_demersals,8:18
0.621615052,Capelin,Sandlance,0.929306746,28,33,Capelin:Sandlance,28:33
0.622491539,Cucumbers,Barnacles,0.735294104,37,50,Cucumbers:Barnacles,37:50
0.633081317,Capelin,Herring_L,0.992757142,28,29,Capelin:Herring_L,28:29
0.639690697,Meiofauna,Deep_infauna_L,0.655870438,46,47,Meiofauna:Deep_infauna_L,46:47
0.6477108,Deep_epibenthos,Meiofauna,0.30116576,27,46,Deep_epibenthos:Meiofauna,27:46
0.655615628,Salmon_fry_S,Herring_S,0.707379162,22,40,Salmon_fry_S:Herring_S,22:40
0.661348701,Eulachon,Sandlance,0.257699162,25,33,Eulachon:Sandlance,25:33
0.662611961,Halibut,Arrowtooth_L,0.675609708,5,9,Halibut:Arrowtooth_L,5:9
0.664907515,Cucumbers,Mussels,0.933852136,37,49,Cucumbers:Mussels,37:49
0.703794897,Nshore_demersal,Herring_L,0.145581111,23,29,Nshore_demersal:Herring_L,23:29
0.716831267,Eulachon,Capelin,0.574737072,25,28,Eulachon:Capelin,25:28
0.719176829,Arrowtooth_S,Deep_demersals,0.407688498,13,18,Arrowtooth_S:Deep_demersals,13:18
0.735543787,Capelin,Herring_S,0.827307045,28,40,Capelin:Herring_S,28:40
0.767891347,Pollock_L,Herring_L,0.503875494,19,29,Pollock_L:Herring_L,19:29
0.777355552,Sandlance,Herring_S,0.966870129,33,40,Sandlance:Herring_S,33:40
0.802510262,Pollock_L,Pollock_S,0.375563115,19,30,Pollock_L:Pollock_S,19:30
0.80841738,Mussels,Barnacles,0.853080571,49,50,Mussels:Barnacles,49:50
0.80998224,Octopods,Pollock_L,0.44758752,16,19,Octopods:Pollock_L,16:19
0.844257593,Urchins,Shallow_infauna_clams,0.157524094,38,51,Urchins:Shallow_infauna_clams,38:51
0.852285147,Sablefish,Spiny_dogfish,0.415686369,12,14,Sablefish:Spiny_dogfish,12:14
0.867844462,Deep_infauna_S,Deep_infauna_L,0.983266532,42,47,Deep_infauna_S:Deep_infauna_L,42:47
0.875974834,Leather_stars,Helmet_crab,0.383425683,36,39,Leather_stars:Helmet_crab,36:39
0.876546264,Deep_epibenthos,Deep_infauna_S,0.427123517,27,42,Deep_epibenthos:Deep_infauna_S,27:42
0.881415486,Squids,Deep_infauna_S,0.113194644,24,42,Squids:Deep_infauna_S,24:42
0.941252172,Pisaster_Evasterias,Helmet_crab,0.126419336,35,39,Pisaster_Evasterias:Helmet_crab,35:39
0.956575215,Sunflower_stars,Pisaster_Evasterias,0.42608574,34,35,Sunflower_stars:Pisaster_Evasterias,34:35
0.96467483,Sunflower_stars,Leather_stars,0.16718775,34,36,Sunflower_stars:Leather_stars,34:36
0.98668164,Pisaster_Evasterias,Leather_stars,0.311497599,35,36,Pisaster_Evasterias:Leather_stars,35:36
0.996227205,Deep_epibenthos,Deep_infauna_L,0.361822784,27,47,Deep_epibenthos:Deep_infauna_L,27:47
0.999470532,Seabirds,Oystercatchers,0.126713976,17,32,Seabirds:Oystercatchers,17:32
1,Pinnipeds,Porpoise,0.544182599,6,7,Pinnipeds:Porpoise,6:7
1,Sea_otters,Invert_eat_seaduck,0.184241831,26,31,Sea_otters:Invert_eat_seaduck,26:31
