Predator_overlap,Group1,Group2,Prey_overlap,Node1,Node2,Group,Nodes
0.881035388,Squids,Deep_infauna_S,0.112524159,24,42,Squids:Deep_infauna_S,24:42
0.881458998,Capelin,Sandlance,0.931812346,28,33,Capelin:Sandlance,28:33
0.892736912,Eulachon,Sandlance,0.243108317,25,33,Eulachon:Sandlance,25:33
0.909424305,Eulachon,Capelin,0.555078328,25,28,Eulachon:Capelin,25:28
0.909652054,Mussels,Barnacles,0.85636431,49,50,Mussels:Barnacles,49:50
0.937897027,Pisaster_Evasterias,Helmet_crab,0.128865361,35,39,Pisaster_Evasterias:Helmet_crab,35:39
0.957024097,Urchins,Shallow_infauna_clams,0.157972023,38,51,Urchins:Shallow_infauna_clams,38:51
0.96674186,Sunflower_stars,Pisaster_Evasterias,0.242689252,34,35,Sunflower_stars:Pisaster_Evasterias,34:35
0.970519543,Sunflower_stars,Leather_stars,0.216736883,34,36,Sunflower_stars:Leather_stars,34:36
0.98742801,Pisaster_Evasterias,Leather_stars,0.423772275,35,36,Pisaster_Evasterias:Leather_stars,35:36
0.987608016,Halibut,Arrowtooth_L,0.753332794,5,9,Halibut:Arrowtooth_L,5:9
0.996439815,Deep_epibenthos,Deep_infauna_L,0.360126823,27,47,Deep_epibenthos:Deep_infauna_L,27:47
0.999798119,Seabirds,Oystercatchers,0.147170037,17,32,Seabirds:Oystercatchers,17:32
1,Pinnipeds,Porpoise,0.534300983,6,7,Pinnipeds:Porpoise,6:7
1,Sea_otters,Invert_eat_seaduck,0.101442881,26,31,Sea_otters:Invert_eat_seaduck,26:31
