Data,1: Transient_orca,2: Salmon_sharks,3: Resident_orca,4: Sleeper_sharks,5: Halibut,6: Pinnipeds,7: Porpoise,8: Lingcod,9: Arrowtooth_L,10: Salmon_L,11: Pacific_cod,12: Sablefish,13: Arrowtooth_S,14: Spiny_dogfish,15: Avian_raptors,16: Octopods,17: Seabirds,18: Deep_demersals,19: Pollock_L,20: Rockfish,21: Baleen_whales,22: Salmon_fry_S,23: Nshore_demersal,24: Squids,25: Eulachon,26: Sea_otters,27: Deep _epibenthos,28: Capelin,29: Herring_L,30: Pollock_S,31: Invert_eat_seaduck,32: Oystercatchers,33: Sandlance,34: Sunflower_stars,35: Pisaster_Evasterias,36: Leather_stars,37: Cucumbers,38: Urchins,39: Helmet_crab,40: Herring_S,41: Jellies,42: Deep_infauna_S,43: Zoopl_near_onmiv,44: Zoop_omniv,45: Shallow_infauna_S,46: Meiofauna,47: Deep_infauna_L,48: Snail_crust_S,49: Mussels,50: Barnacles,51: Shallow_infauna_clams,52: Zoopl_near_herb,53: Zoopl_herb,54: Phyto_near,55: Phyto_off,56: Fucus,57: Subtidal_kelps,58: Macroalgae_other,59: Eelgrass,60: Nekton_falls,61: Inshore_detritus,62: Offshore_detritus
1989.833333,1.001261711,0.988430858,1.003980279,0.999345839,1.00080812,0.978396833,0.97749567,0.97281003,0.990385175,1.176051974,0.990560114,0.993613601,0.998676479,0.985885918,0.993654311,0.682616651,0.939886749,1.013795257,1.023829222,0.94581157,0.994592071,1.136850357,0.95979172,0.999287605,1.056019068,0.980985999,1.042920589,1.090848684,0.232127056,1.137514234,0.960657239,0.994625747,0.734503269,0.762668014,0.72772646,0.971841812,1.017045379,0.931769848,0.971977413,1.143794298,1.126809359,1.115202904,1.230635762,1.1299963,1.102387667,1.086190104,1.029397368,1.029637456,0.863477468,1.078603864,0.99722749,1.33288002,1.168053985,1.181385398,1.005228758,1.000458479,1.002139688,1.00501132,0.999997079,1.006431341,1.132078767,1.132111073
1989.916667,1.001688361,0.987406671,1.004858375,0.999116242,1.000568271,0.976212382,0.974730253,0.966140091,0.986860693,1.19285357,0.989652216,0.992285788,0.996024668,0.983592033,0.993185341,0.656441569,0.933962047,1.012657762,1.021565795,0.944245875,0.993320405,1.135305762,0.955585539,0.989000738,1.069238305,0.975840747,1.049687028,1.088415265,0.20761326,1.120784879,0.956137955,0.993461907,0.707389534,0.737175941,0.708987117,0.960146546,1.019162655,0.925475299,0.969404399,1.162196517,1.118968129,1.134330869,1.199498415,1.072245121,1.100492597,1.090952039,1.035888672,1.031941056,0.850779951,1.082775354,1.000533938,1.286336184,1.108046651,1.100490332,0.952187359,1.000635386,1.002915382,1.00690639,0.999996543,1.00847435,1.111725092,1.091938138
1990,1.002207518,0.986304224,1.005766392,0.998823404,1.000221133,0.974013925,0.971868753,0.957986832,0.98262167,1.208452821,0.988716722,0.990520418,0.992461622,0.981089234,0.992658794,0.630791962,0.927881002,1.010081291,1.017137051,0.943120599,0.99170208,1.132851124,0.950932086,0.968132973,1.076797366,0.96899575,1.052905679,1.070769906,0.187702417,1.100147605,0.951407313,0.992131352,0.674584329,0.711636901,0.69058913,0.945689857,1.019233108,0.918834686,0.96255523,1.175147533,1.092237115,1.141306162,1.154575348,1.022395492,1.091202736,1.082439661,1.040367246,1.028350115,0.831651986,1.078530788,1.002277374,1.241975546,1.074446917,1.080784202,0.96404916,1.000836372,1.003804564,1.009064794,0.999996364,1.01071167,1.094103694,1.056688309
1990.083333,1.00283277,0.985244393,1.006674886,0.998486578,0.999966979,0.97198683,0.968714893,0.948640943,0.978752315,1.223862767,0.988208592,0.98863256,0.990256429,0.978351414,0.992215157,0.60894537,0.922252595,1.007336974,1.013119459,0.940993965,0.98974371,1.135376692,0.947599351,0.955403507,1.080156803,0.960180819,1.055042624,1.053537488,0.172942623,1.086502552,0.946190655,0.99089396,0.644380748,0.689199388,0.676321566,0.930199504,1.01834929,0.913594842,0.959559321,1.185467482,1.068755865,1.139729738,1.120649099,1.004890561,1.080669522,1.070273757,1.043447137,1.025408864,0.812987506,1.071961761,1.004791141,1.202018499,1.054118872,1.064283252,0.973839641,1.001021147,1.004551411,1.011003852,0.999996245,1.012654543,1.080033898,1.03993547
1990.166667,1.003565907,0.984113395,1.007556558,0.99812007,0.999879539,0.96999681,0.965355635,0.938447833,0.975659251,1.239138842,0.988186836,0.986817837,0.989991605,0.97542268,0.991733432,0.588374317,0.916747749,1.004540205,1.010653853,0.938213229,0.987395942,1.145238876,0.944018841,0.946358442,1.079678416,0.949123085,1.05736649,1.040631771,0.161986172,1.081325889,0.940615416,0.989843071,0.616558373,0.668263972,0.664599001,0.915151477,1.017158031,0.908326387,0.955890417,1.194949269,1.052572489,1.132349491,1.101313829,1.009423018,1.072403431,1.059417129,1.04558444,1.021739364,0.793949485,1.065435886,1.006650805,1.178786039,1.051692605,1.068210125,0.993426561,1.001173139,1.005075336,1.012541175,0.999996364,1.014142275,1.073743224,1.035721898
1990.25,1.004396558,0.982910752,1.008386135,0.997726023,0.999952376,0.968035161,0.9618451,0.927498996,0.971487284,1.253437877,0.988423467,0.985051751,0.987910032,0.972166955,0.991200507,0.568658113,0.911321342,1.002712369,1.001485467,0.931886017,0.98454839,1.126644731,0.940272212,0.935882747,1.073544264,0.93665427,1.058832645,1.025697231,0.152774096,1.050244451,0.934778512,0.988960564,0.589025617,0.648820043,0.655176938,0.901837826,1.015367985,0.902947128,0.951174498,1.185802937,1.03009057,1.116379976,1.040383458,0.947092831,1.047109604,1.046076298,1.046068192,1.015255332,0.772557259,1.051579356,1.007022023,1.069680929,0.960463107,0.926906288,0.894887447,1.001290202,1.005424619,1.013689876,0.999996662,1.01521492,1.028982043,0.980916798
1990.333333,1.005310059,0.981654108,1.009136558,0.997290194,0.99994427,0.966044784,0.958107948,0.915373027,0.964623392,1.265283704,0.98818624,0.982679605,0.980719745,0.968314052,0.990537286,0.548718989,0.905613244,1.000725031,0.980885684,0.919938684,0.980916619,1.063692689,0.935823977,0.904284894,1.053881407,0.924307942,1.052986979,0.98314774,0.144002572,0.976964474,0.928610504,0.987968028,0.552832007,0.629988194,0.646054804,0.890022159,1.010541201,0.896965623,0.940106452,1.148531079,0.967445135,1.078986168,0.911480427,0.80382055,0.995189548,1.012825131,1.041933537,0.998739302,0.74167645,1.019943953,1.003385663,0.88875252,0.815749466,0.749175549,0.788416326,1.001400471,1.005848527,1.01483202,0.999997556,1.016260147,0.949823618,0.86962384
1990.416667,1.006312728,0.980397344,1.009779096,0.996834397,0.999890745,0.964056313,0.954195142,0.902638257,0.95907861,1.275508165,0.987645447,0.979707718,0.976263404,0.963906288,0.989747465,0.529085577,0.899723291,0.997708321,0.965629458,0.90323782,0.976372063,1.031115294,0.930645049,0.864042342,1.022170663,0.912213981,1.040423155,0.922653019,0.138222322,0.937546194,0.922239423,0.987041116,0.513967454,0.612687767,0.63945049,0.880890727,1.003323555,0.890566111,0.924424708,1.117144465,0.899362087,1.025719166,0.837746859,0.782581389,0.959183037,0.968443096,1.033471942,0.977735937,0.707193375,0.987775445,0.996946514,0.828920603,0.85145849,0.854335785,0.990841925,1.001475334,1.006146789,1.015612006,0.999998868,1.016889572,0.933449566,0.850552499
1990.5,1.007385135,0.97918278,1.010289669,0.996429384,1.000360966,0.962108612,0.950468481,0.8911888,0.955453515,1.284697294,0.988154173,0.977348268,0.976162255,0.959323645,0.988951683,0.511691809,0.894329667,0.99519819,0.953924358,0.885244548,0.971592069,1.015974283,0.926029742,0.844617128,0.987667501,0.900653362,1.030795932,0.875363231,0.13539657,0.916646481,0.916145146,0.986820459,0.48976925,0.599408567,0.640877366,0.878213942,0.998207808,0.884646773,0.914286792,1.0891397,0.852549851,0.977259517,0.796474576,0.79744184,0.929878771,0.940357983,1.024465561,0.96427393,0.681272745,0.966526806,0.991126299,0.789461553,0.87491405,0.850186646,0.992682874,1.001431704,1.005679011,1.01495564,1,1.016067863,0.925238311,0.87972635
1990.583333,1.00848341,0.977918386,1.010642886,0.996042371,1.000980377,0.96027565,0.946812272,0.881003082,0.953101695,1.293349266,0.988537014,0.975036204,0.978152156,0.95464927,0.988133788,0.495034546,0.889133394,0.992781997,0.946684957,0.869476914,0.9668414,1.019081235,0.921560764,0.823862374,0.950226009,0.889615476,1.023040056,0.836837828,0.134801656,0.914053619,0.910293579,0.986863852,0.471985221,0.58830744,0.645020247,0.881590605,0.994726062,0.879121006,0.907700896,1.071005702,0.824518263,0.937133729,0.795770764,0.854107201,0.909795642,0.916888952,1.01563406,0.956010878,0.661136389,0.945574999,0.985879183,0.808337986,0.950742841,0.929193318,1.048083782,1.001322865,1.004886508,1.01357615,1.000000954,1.014585257,0.942386746,0.918203175
1990.666667,1.009582877,0.976547062,1.010813236,0.995656908,1.001690149,0.958416343,0.94320935,0.872432709,0.951059163,1.301230431,0.988548279,0.972929239,0.980050266,0.950011194,0.98732537,0.478816926,0.88418293,0.990969956,0.939369559,0.857800484,0.962229371,1.018358827,0.917627752,0.811473548,0.915227771,0.879028261,1.017526865,0.818381906,0.135263026,0.90874958,0.904673278,0.987038255,0.461131603,0.578722179,0.650408566,0.890492976,0.991886437,0.873998463,0.905881643,1.056491852,0.822718799,0.912199795,0.816417336,0.897655964,0.895264506,0.90524441,1.008573413,0.952545226,0.647609293,0.92729789,0.982000649,0.825090706,0.981079876,0.93116641,1.010184765,1.001169682,1.003965735,1.011769772,1.00000155,1.012731671,0.952174723,0.943584442
1990.75,1.010681629,0.975028217,1.010768414,0.995229423,1.002163291,0.956482828,0.939450145,0.864747167,0.94720751,1.307546139,0.987716377,0.970466316,0.977824032,0.945322692,0.986485243,0.462452471,0.879147351,0.988803387,0.926076114,0.849643767,0.957563102,0.992831588,0.913765371,0.797601044,0.880798995,0.86874491,1.009755373,0.804943442,0.135154441,0.875054598,0.899048567,0.98692596,0.448180467,0.569005311,0.652925134,0.900244772,0.988878846,0.868895769,0.90437746,1.035501719,0.822889328,0.89353025,0.820628941,0.869669318,0.879439056,0.897041619,1.001796484,0.949033618,0.634131968,0.90719825,0.977988183,0.794449866,0.942694247,0.860332072,0.92926681,1.001027703,1.003230572,1.01017642,1.000002265,1.011176705,0.935324192,0.916866839
1990.833333,1.011791587,0.973343015,1.010464311,0.99472779,1.002191782,0.954461455,0.935373366,0.857258856,0.942403197,1.312513828,0.985975742,0.96721065,0.973557174,0.940481603,0.985584795,0.445919335,0.873868167,0.985869408,0.912470341,0.843534052,0.952792346,0.976351976,0.909592927,0.779766142,0.847205043,0.858690679,0.997745395,0.790178657,0.135624379,0.846452832,0.893257797,0.986343026,0.431121141,0.558634639,0.651829004,0.907182693,0.985109329,0.86362499,0.900819838,1.022421956,0.819948137,0.876678169,0.825459182,0.853242099,0.87482667,0.887816072,0.994515777,0.944796741,0.618998647,0.888676226,0.97344625,0.798183262,0.962538779,0.905471921,0.973855197,1.000917554,1.002776384,1.009018421,1.000003099,1.010101676,0.936574399,0.910461068
1990.916667,1.012930751,0.971504271,1.009845495,0.994165063,1.001997113,0.952405393,0.931030333,0.850067198,0.937645793,1.316401005,0.984190285,0.963448524,0.969878018,0.935539365,0.984664202,0.430221558,0.868626595,0.982986569,0.900268376,0.838994861,0.948117256,0.975557923,0.905391455,0.768760264,0.818457901,0.84895432,0.985476732,0.786451936,0.137458369,0.830349386,0.887395024,0.985410154,0.416975379,0.548669875,0.650026083,0.913239062,0.9817577,0.858511209,0.898955166,1.0189538,0.829683781,0.867033482,0.846564353,0.870329618,0.877547204,0.883757591,0.988119245,0.942715704,0.606691301,0.874200821,0.96965754,0.813647866,0.984024167,0.924893975,0.975411713,1.000805378,1.002295971,1.007831097,1.000003695,1.009020448,0.943275511,0.928031325
1991,1.014107585,0.969504952,1.008839607,0.993541002,1.00154984,0.950324416,0.926413,0.8428545,0.933255672,1.319613814,0.982382238,0.959151566,0.967485607,0.930452168,0.983722866,0.415288419,0.863436282,0.980458796,0.890881836,0.83495301,0.943519771,0.996323824,0.90110898,0.764861822,0.79494828,0.839506388,0.974671185,0.792648137,0.141123518,0.833399892,0.881443143,0.984036565,0.405051529,0.538825333,0.646728575,0.918264687,0.979300261,0.853631556,0.898939431,1.030444503,0.852132857,0.865752995,0.888361871,0.911816835,0.895533144,0.88665235,0.983295262,0.944177032,0.597453892,0.867814839,0.967012107,0.870356023,1.042576194,0.999147236,1.012536526,1.000701189,1.001845121,1.006725907,1.000004172,1.008038163,0.968661904,0.96421051
1991.083333,1.015328765,0.967459142,1.007352352,0.992856503,1.000838995,0.948375642,0.921528041,0.835538208,0.928790271,1.322387695,0.980598509,0.954393864,0.965398133,0.925249636,0.9829005,0.402694941,0.858743012,0.978451133,0.88211596,0.830783963,0.939047635,1.02664423,0.89692378,0.771031916,0.778348386,0.830311358,0.96711129,0.812225759,0.146778375,0.842947841,0.875438392,0.98222512,0.397198677,0.530454457,0.643896341,0.922630548,0.978646278,0.850343347,0.903749347,1.051348805,0.883985877,0.874964476,0.938819468,0.946823418,0.922067463,0.899763286,0.980944753,0.950804234,0.593859613,0.870198965,0.967520773,0.927457392,1.074764729,1.023624182,0.99662292,1.000602961,1.001450539,1.005709171,1.000004292,1.007124543,0.991214454,0.996335626
1991.166667,1.016599298,0.965224624,1.005259752,0.992096782,0.99970746,0.946399093,0.916314006,0.827626824,0.922310293,1.324373603,0.978503704,0.948858857,0.959619224,0.91993469,0.982029676,0.390285909,0.853979468,0.975200474,0.867552757,0.827636898,0.934539318,1.036652327,0.892542481,0.775683224,0.764744222,0.821250141,0.959812105,0.828084528,0.152436838,0.831241131,0.869279146,0.979769588,0.387120247,0.521427631,0.638370514,0.925318182,0.978922188,0.847030699,0.908337057,1.064436793,0.899277151,0.886354148,0.941402555,0.908171833,0.931868911,0.914002895,0.979526222,0.956385016,0.58902508,0.873589277,0.968236387,0.915925026,1.026741624,0.943520427,0.915465713,1.000538588,1.001305819,1.005121708,1.000004292,1.006598949,0.980574071,0.973519921
1991.25,1.017892122,0.962762177,1.002394915,0.991243303,0.99801141,0.944365978,0.911043704,0.818262756,0.9134323,1.32522285,0.975749373,0.942059398,0.949556768,0.914267838,0.981046736,0.377643734,0.848921418,0.971314251,0.847133338,0.821746171,0.929842055,1.028760195,0.887438655,0.768071949,0.749243379,0.812233031,0.949325502,0.820897758,0.158072427,0.804236352,0.862837374,0.976403892,0.371077359,0.511308968,0.629838109,0.925512195,0.978325605,0.843328118,0.908383489,1.06661427,0.882114291,0.889731467,0.896247625,0.828993976,0.923879027,0.911811352,0.976725161,0.955329716,0.578321278,0.871980846,0.967403173,0.862612009,0.959441245,0.87174964,0.873500526,1.00052917,1.00158155,1.005236864,1.00000453,1.006694078,0.952410281,0.921148002
1991.333333,1.019207478,0.96009326,0.998530746,0.990321577,0.995901644,0.942287922,0.905843556,0.807018399,0.902601004,1.324574947,0.9727391,0.933832765,0.936713159,0.907969475,0.979929864,0.365178436,0.843634605,0.968164086,0.821457028,0.808767259,0.924983382,1.006274223,0.88144362,0.748151481,0.729670048,0.803326845,0.935354114,0.797579646,0.164037272,0.769690037,0.856123507,0.972030282,0.351353645,0.50088042,0.62063998,0.924424946,0.975874901,0.839216709,0.903739393,1.054685235,0.843953073,0.881501615,0.82160002,0.741195321,0.899540663,0.894463301,0.97148782,0.94739002,0.562044799,0.859416127,0.964379549,0.768596947,0.870469451,0.773450792,0.824687064,1.000548482,1.002117038,1.005744457,1.000005245,1.007082582,0.90730226,0.856947541
1991.416667,1.020550251,0.957323492,0.993351281,0.98939383,0.99354738,0.940202892,0.900808275,0.794654489,0.895000994,1.323822498,0.969927669,0.924559057,0.931417584,0.901162803,0.978706241,0.353391796,0.838360846,0.963951409,0.809145093,0.790574133,0.920166254,1.055803299,0.874742091,0.73386687,0.709367454,0.794645548,0.921638131,0.779427707,0.175323457,0.806210339,0.849241912,0.966618955,0.333554476,0.491002798,0.612999856,0.923540413,0.972440183,0.835099638,0.89782691,1.07270205,0.824529946,0.871824503,0.838721931,0.831274748,0.907009661,0.87818563,0.965797842,0.940490663,0.546878755,0.85435468,0.96128577,0.847312272,1.042053461,1.025295973,1.069443941,1.000561476,1.002604961,1.006172419,1.000005841,1.007269025,0.95521903,0.923006892
1991.5,1.021921396,0.954434276,0.98787874,0.988544941,0.991503417,0.938203752,0.896192074,0.782651782,0.88761431,1.323102832,0.968506515,0.915519595,0.927708983,0.894360244,0.977493942,0.343317389,0.83373791,0.959747493,0.794526875,0.772865355,0.915781856,1.083233356,0.868516028,0.741144478,0.696037948,0.786436975,0.916456997,0.790807903,0.188811034,0.829100966,0.842570305,0.960483432,0.327463299,0.483345747,0.61092633,0.926193058,0.971162081,0.831673026,0.900320292,1.078388453,0.850401103,0.875087976,0.864476442,0.864560544,0.908139408,0.885851622,0.962955117,0.941999435,0.540080965,0.849469304,0.960487664,0.809986174,0.96931088,0.858745813,0.884589911,1.000494719,1.00247407,1.005573153,1.00000608,1.006354928,0.937826693,0.935637057
1991.583333,1.023309708,0.951273382,0.982284427,0.987690747,0.988670707,0.936215758,0.891529799,0.769423187,0.876678348,1.321881533,0.966015995,0.905209661,0.916710615,0.887426913,0.97576654,0.332601666,0.828771949,0.95341599,0.771363974,0.756791472,0.911067784,1.054218769,0.861278534,0.728972495,0.677268386,0.778708577,0.907354236,0.77528286,0.200832471,0.800550401,0.83568126,0.952876806,0.312480927,0.47469306,0.605022132,0.926483214,0.967716932,0.827822924,0.896886826,1.056161523,0.826768637,0.865797639,0.79629761,0.757112741,0.883105457,0.87746644,0.957584321,0.935189903,0.525746107,0.83386898,0.956988513,0.716194272,0.855870903,0.742371619,0.805454969,1.000478268,1.002785683,1.005653858,1.000006676,1.006089091,0.890379429,0.849959195
1991.666667,1.024711609,0.947826266,0.976572156,0.986821711,0.984114766,0.934155822,0.886802971,0.754812062,0.862704813,1.319514751,0.962594688,0.893440902,0.899778485,0.880325913,0.973297536,0.321454525,0.823442578,0.944652259,0.741471827,0.742267132,0.906083584,0.980164289,0.853032708,0.698235929,0.651795685,0.771546125,0.891328514,0.733861029,0.211613774,0.732028067,0.828603625,0.943689525,0.29182139,0.46589005,0.598443449,0.925711513,0.960800052,0.823345065,0.887009919,1.005813241,0.766530693,0.838728964,0.682568371,0.621023118,0.835821033,0.846265256,0.947918832,0.918675721,0.50440973,0.80190444,0.950025022,0.574298024,0.710123062,0.588549733,0.709298372,1.000482202,1.003399372,1.006091118,1.000007987,1.006057978,0.817762434,0.744872808
1991.75,1.026135325,0.944112897,0.970748842,0.98597604,0.977805436,0.932046652,0.882131219,0.738645554,0.847334683,1.315384746,0.958918095,0.880208492,0.881288946,0.873122752,0.969860077,0.310482234,0.817787349,0.933627129,0.709216952,0.72985363,0.900863588,0.890666664,0.84350884,0.649295986,0.617548645,0.765229106,0.868497491,0.666510105,0.222689509,0.653623164,0.821418107,0.932754755,0.268267661,0.457833916,0.592952073,0.924967647,0.949220359,0.818361819,0.87119925,0.938580453,0.678571999,0.792337239,0.569600523,0.525313556,0.778498292,0.79924053,0.932860851,0.89065218,0.477997094,0.754052401,0.939487934,0.448425323,0.617235243,0.518319428,0.742321134,1.000477791,1.003996253,1.006447077,1.000009656,1.005865812,0.754949868,0.664638937
